Stf;Pos.;Material P;Objektkurztext;   Menge;ME;Werk;ZTP;Horiz;DMk;BeschArt;MArt;R;LOrt;ArbPlatz;ÄndNr;EKG;SchGut
3;43;500582530;Füllstück;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W06;
3;44;500582531;Schliessblech;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W05;
3;45;500582532;Haltestange;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W06;
3;46;500582533;Glastrennwand;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W06;
3;47;500582534;Gummiprofil;1533;M;86;SP;1;PD;F;ROH;1;88;M5FL3;74785;W02;
3;48;500582535;T-Verbinder 1689 bearbeitet;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W06;
3;49;500583949;Klemmbefestigung 6mm;3;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W06;
3;50;500583547;T-Verbinder Nr.1689 G-AlMg3;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W06;
3;54;650010412;Sechskantm.M10 ISO4032-A4-80;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;74785;W09;X
3;55;500309800;Zylinderschr.M6x60 DIN6912-A2-70;2;ST;86;SP;1;PD;F;ROH;;88;M5FL3;74785;W09;
3;56;500497956;Sechskantschr.M10x45 ISO4017-A4-80;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;74785;W09;X
3;57;500342950;Sechskantschr.M8x80 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;74785;W09;X
3;58;815001308;Sperrkantscheibe SKS-6-NrFSt;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;74785;W09;X
3;59;500072375;Sperrkantscheibe SKB10-NrFSt;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;74785;W09;X
3;60;500039677;Scheibe 8 ISO7093-1-200HV-A2;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;74785;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;M5FL3;75134;W09;
2;8;559266CM1;Montage Innendecke Einstiegs-Bereich;1;ST;86;SP;300;PD;E;HALB;1;15;INV;B-GOT001;;
3;1;500579453;Deckenplatte;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W06;
3;3;500579442;Tuerschutzkastenklappe Mitte kpl;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W06;
3;4;500579444;Türgetriebeabdeckung links kpl;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W06;
3;5;500579451;Traverse kpl;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;6;500579443;Deckenmontageprofil;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;7;500579452;Deckenhalterung links;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;9;500579455;Gewindeplatte;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;10;500586367;Deckenhalterung kpl;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;75043;W05;
3;11;500579445;Halterung kpl;2;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;12;500580391;Scharnierhalter;2;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;13;500579447;Deckenhalterung;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;14;500579446;Quertraegerhalterung;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;15;500579448;Quertraegerhalter rechts kpl;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;16;500579449;Halter Abdeckung links kpl;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W05;
3;17;500478267;Beilage 3mm Bl 3x45x91,5 EN485-4;1;ST;86;SP;100;ND;F;HALB;;88;M4FL3;B-GOT001;W09;X
3;18;500478266;Beilage 1mm Bl 1x45x91,5 EN485-4;2;ST;86;SP;100;ND;F;HALB;;88;M4FL3;B-GOT001;W09;X
3;19;700014162;Sechskantschr.M6x16 ISO4017-A2-70;13;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;20;700014139;Sechskantschr.M6x10 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;21;700024686;Zylinderschr.M6x16 ISO4762-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;22;500276454;Senkschr.M6x25 ISO10642-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;23;500332628;Sechskantschr.M8x16 ISO4017-A4-80;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;24;700014178;Sechskantschr.M6x20 ISO4017-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;25;500535893;Halbrundkopfschr.M6x16 ISO7380-2-A4-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;26;700031090;Zylinderschr.M6x12 ISO4762-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;27;700034721;Zylinderschr.M5x16 ISO4762-A2-70;1;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;28;500443900;Zylinderschr.M6x30 ISO4762-A4-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;29;500377911;Anschlagpuffer Typ D mittel 53002714;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W02;X
3;30;500053323;Sperrkantscheibe SKB-6-NrFSt;22;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;31;500330773;Scheibe 1184199 f.Senkschr.M6 INOX A1;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;32;815001289;Sperrkantscheibe SKM-5-NrFSt (A4);1;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;33;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;34;500057305;Sperrkantscheibe SKB-8-NrFSt;4;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;35;500267216;Sechskantm.M6 ISO7040-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;36;500331695;Sechskantm.M6 ISO7040-A4-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;37;500999005;n.a.;1;ST;86;SP;100;PD;E;HALB;;;M4FL3;75417;;X
3;38;700034869;Sechskantm.M6 ISO4035-A2-035;4;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;39;500094798;Nutenstein M6 44320/6OS A4;11;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W05;X
3;40;500153261;Käfigmutter M6 (1,7-2,5)-A2/A2;4;ST;86;SP;1;ND;F;ROH;;88;M4FL3;B-GOT001;W09;X
3;41;82620206S;Durchführungstülle DA 60/100/20;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;B-GOT001;W02;
3;42;500586346;Gasdruckfeder16-1-72,5-45-A246-B246 100N;1;ST;86;SP;1;PD;F;ROH;;88;M4FL3;75043;W02;
3;43;700043179;Scheibe 8 ISO7089-200HV-A2;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;75043;W09;X
3;44;812019671;Sechskantm.M8 ISO10511-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M4FL3;75043;W09;X
3;1;500036716;Montagepaste Klüber 46MR401;0;KG;86;SP;1;PD;F;ROH;1;88;M4FL3;75134;W09;
2;9;565507CM1;Montage Ausrüstung Fahrerstand;1;ST;86;SP;300;PD;E;HALB;1;15;INV;71509;;
3;1;500574686;Halterung für Weichenstelleisen;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W05;
3;2;500574750;Fahrplanhalter kpl;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W05;
3;3;500574688;Reling für Tasche;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W05;
3;4;500574687;Reling fuer Tasche;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W05;
3;5;500582222;Dokumentenhalter;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W05;
3;6;500307492;Feuerlöscher F2G;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W02;
3;8;500574753;Getränkehalter 48.429.11;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W02;
3;9;500574754;Multibox schwarz  03335;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W02;
3;12;500592817;Teleskopschiene  LCAD28H-0370.G;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;75512;W02;
3;13;500574758;Toolflex Halterung 100-530-00;3;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W09;
3;14;500574759;Kleiderbügel;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W09;
3;15;500006222;Nothammer 2740037 PA rot;1;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W02;X
3;16;500006223;Nothammerhalterung 2740038 POM grau;1;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W02;X
3;17;700004630;Innenspiegel 238x148x 100-schwarz;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W11;
3;18;500582666;Antirutschbelag Safety Walk;1;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W09;
3;30;700014119;Sechskantschr.M5x25 ISO4017-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;31;500437566;Scheibe 5 ISO7093-1 200HV-A4;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;32;812017475;Scheibe 5 ISO7094-100HV-A2;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;33;815001289;Sperrkantscheibe SKM-5-NrFSt (A4);6;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;34;500504045;Halbrundkopfschr.M5x16 ISO7380-2-A2-70;8;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;35;500179452;Halbrundkopfschr.M4x16 ISO7380-2-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;36;500319216;Senkschr.M4x20 ISO10642-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;37;500481863;Halbrundkopfschr.M3x16 ISO7380-1-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;38;500364064;Scheibe 4 ISO7093-1 200HV-A2;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;39;500361010;Sechskantm.M4 ISO7040-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;40;500067098;Halbrundkopfschr.M5x12 ISO7380-2-A2-70;8;ST;86;SP;1;PD;F;ROH;;88;M5FL3;B-GOT001;W02;
3;41;500301520;Senkschr.M4x16 ISO10642-A2-70;2;ST;86;SP;1;ND;F;ROH;;88;M5FL3;75589;W09;X
3;42;500999005;n.a.;2;ST;86;SP;100;PD;E;HALB;;;M5FL3;75589;;X
3;43;500999005;n.a.;2;ST;86;SP;100;PD;E;HALB;;;M5FL3;75589;;X
3;44;500434943;Senkschr.M5x16 ISO10642-A2-70;5;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;45;700026301;Blechschr.ST4,8x19-C-H ISO7050-A2-70;3;ST;86;SP;1;ND;F;ROH;;88;M5FL3;B-GOT001;W09;X
3;49;500108990;Fugenmasse-1K-Pur-Farbe 1862;1;KG;86;SP;1;PD;F;ROH;1;88;M5FL3;B-GOT001;W09;
3;1;700032707;Safety Walk Kantenschutzversiegelung;0;KG;86;SP;1;PD;F;ROH;1;88;M5FL3;70887;W09;
3;51;500454457;Zellschaumband 10x2  AMCO AM M72;300;M;86;SP;1;PD;F;ROH;1;88;M5FL3;75513;W02;
1;3;500563120;Kleben 203;1;ST;86;SP;1;PD;E;HALB;1;15;INV;B-GOT001;;
2;1;558439CM2;Montage Isolierung Kopf-Heck;1;ST;86;SP;300;PD;E;HALB;;;INV;B-GOT001;;
3;1;500602055;KIT - Montage Isolierung Kopf-Heck;1;ST;86;SP;1;PD;F;HALB;;88;;76645;W06;
3;130;500598240;Schutzrohr;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;0;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;0;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;0;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
3;150;500520509;Weichaluminium- Klebeband 50mm br.1436 F;136000;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
3;151;500556242;Wasserschlauch DN 15x19 Elastomer;1640;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
3;200;500580448;Gewindeplatte;2;ST;86;SP;1;PD;F;ROH;;88;;76645;W05;
3;201;500580449;Gewindeplatte kpl;13;ST;86;SP;1;PD;F;ROH;;88;;76645;W05;
3;202;500267216;Sechskantm.M6 ISO7040-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;;76645;W09;X
3;203;500243160;Scheibe 6 ISO7093-1 200HV-A2;4;ST;86;SP;1;ND;F;ROH;;88;;76645;W09;X
3;204;500289534;Scheibe 5 ISO7093-1 200HV-A2;26;ST;86;SP;1;ND;F;ROH;;88;;76645;W09;X
3;205;500024648;Sechskantm.M5 ISO7040-A2-70;26;ST;86;SP;1;ND;F;ROH;;88;;76645;W09;X
3;206;500504045;Halbrundkopfschr.M5x16 ISO7380-2-A2-70;26;ST;86;SP;1;ND;F;ROH;;88;;76645;W09;X
3;207;700039705;Schlauchklemme 360722 FSt verz.;3;ST;86;SP;1;PD;F;ROH;;88;;76645;W02;
3;208;500368973;Befestigungsbinder EdgeClip T50ROSEC19;2;ST;86;SP;1;ND;F;ROH;;88;;76645;W12;X
3;207;700039705;Schlauchklemme 360722 FSt verz.;3;ST;86;SP;1;PD;F;ROH;;88;;76017;W02;
3;208;500368973;Befestigungsbinder EdgeClip T50ROSEC19;2;ST;86;SP;1;ND;F;ROH;;88;;76017;W12;X
3;2;500592804;Gewinde nachschneiden Kopf 1/2B;1;ST;86;SP;300;PD;E;HALB;1;15;;76645;;
2;2;558450CM2;Montage Fußboden Kopf-Heck;1;ST;86;SP;300;PD;E;HALB;;;INV;B-GOT001;;
3;1;500584376;Bodenplatte;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;2;500584411;Bodenplatte;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;3;500567472;Bodenplatte C3;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;4;500587757;Bodenplatte;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;5;500584413;Bodenplatte;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;6;500587756;Bodenplatte;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;7;500587758;Distanzkeil 3;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;8;500578165;Distanzkeil 2;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;20;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;45;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W09;X
3;21;815001379;Elastikp. 3M Bumpon SJ5007 2,5mm skl;17;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;22;500327344;Elastikp 3M Bumpon SJ5012 3,5mm skl.;6;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W10;X
3;23;500309395;Elastikp. 3M Bumpon SJ5780 5,5mm skl.;6;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W10;X
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;5200;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;104;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;320;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;0;KG;86;SP;1;PD;F;ROH;1;88;;W-MTC001M;W09;
3;31;500538717;Klebstoff SikaForce-7818 L7 Harz+Härter;0;KG;86;SP;1;PD;F;ROH;1;88;;W-MTC001M;W09;
2;3;558452CM2;Übersicht Fenstereinbau Kopf-Heck;1;ST;86;SP;300;PD;E;HALB;;;INV;B-GOT001;;
3;1;500571893;Heckscheibe;1;ST;86;SP;1;PD;F;ROH;;88;;74551;W06;
3;2;500578866;Leuchtenhalter links kpl.;1;ST;86;SP;1;PD;F;ROH;;88;;74551;W05;
3;3;500578867;Leuchtenhalter rechts kpl.;1;ST;86;SP;1;PD;F;ROH;;88;;74551;W05;
3;2;500571894;Seitenscheibe groß Heck;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;3;500571895;Seitenscheibe klein Heck;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
3;1;500546974;Klebstoff Sikaflex-268 schwarz Hobb.50l;3900;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;2;500546975;Klebstoff SikaBooster-20 S Hobb.23l;78;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;240;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
3;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;1300;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
3;3;500050017;Sika Aktivator 100;50;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
3;4;500539443;Haftvermittler Sika Primer-207;80;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
3;12;500305916;Elastikp.3M Bumpon SJ5027 7,9mm skl.;20;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W10;X
3;13;500305917;Elastikp. 3M Bumpon SJ5003 5mm skl.;20;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W09;X
3;14;500306899;Elastikp.3M Bumpon SJ6506 3,8mm skl.;20;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W02;X
3;15;500311355;Elastikp. 3M Bumpon SJ5076 2,8mm skl.;20;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W02;
2;4;565598CM2;Montage Fußbodenbelag Kopf-Heck;1;ST;86;SP;300;PD;E;HALB;;;INV;71509;;
3;1;500573348;Fußb.bel. Noraplan mobil(mix 931);2500;M2;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W06;
3;2;500573551;Fußb.bel. Noraplan mobil(mix 931);400;M2;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W06;
3;3;500587764;Trittwinkel Podest;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;4;500587759;Dichtwinkel;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;7;500587760;Trittwinkel;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;8;500587761;Trittwinkel;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;10;500587762;Trittwinkel;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;11;500587763;Trittwinkel;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;12;500577261;Tuerecke rechts;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
3;13;500592744;Dichtwinkel;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
3;15;500586270;Antirutschbelag sk 51x18300 Public 46;4000;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
3;16;500573552;Antirutsch-Belag 25x18300 univers.sk.;1114;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
3;20;700015260;Blechschr.ST4,2x13-C-H ISO7050-A2-70;6;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;21;700037381;Blechschr.ST5,5x19-C-H ISO7049-A2-70;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;22;650086337;Scheibe 6 ISO7089-200HV-A2;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
3;23;815001383;Elastikp. 3M Bumpon SJ5306 3,8mm skl.;3;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W10;X
3;24;500327344;Elastikp 3M Bumpon SJ5012 3,5mm skl.;6;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W10;X
3;1;500287173;Primer 3M 94;80;KG;86;SP;1;PD;F;ROH;1;88;;W-FIN001;W02;X
3;2;700032707;Safety Walk Kantenschutzversiegelung;160;KG;86;SP;1;PD;F;ROH;1;88;;W-FIN001;W09;
3;1;500137601;Klebstoff Dinitrol PUR 512 2K HM;1300;KG;86;SP;1;PD;F;ROH;1;48;;70887;W09;
3;3;500481852;Haftreiniger DINITROL 520-Ethanol (1L);65;KG;86;SP;1;PD;F;ROH;1;88;;70887;W09;
3;4;500146546;Haftvermittler Dinitrol-PUR 530;65;KG;86;SP;1;PD;F;ROH;1;88;;70887;W09;
3;5;500146550;Haftvermittler Dinitrol-PUR 550;65;KG;86;SP;1;PD;F;ROH;1;88;;70887;W09;
3;1;500434191;Kleber Thomsit K 182;1;KG;86;SP;1;PD;F;ROH;1;88;;56460;W09;
3;1;500300643;Klebstoff SikaSense4300FD;1200;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
3;2;500300644;SikaCure-4901 dunkelblau (Vernetzer);60;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
3;3;500071861;Spachtel Thomsit S 810;1200;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
3;4;66001938S;Polyesterspachtel und Haerter 1,8kg;600;L;86;SP;1;V1;F;ROH;1;88;;B-GOT001;W09;
3;5;500428212;Grundierung Thomsit R766;600;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
3;3;500050017;Sika Aktivator 100;0;KG;86;SP;1;PD;F;ROH;1;88;;W-MTC001M;W09;
3;31;500538717;Klebstoff SikaForce-7818 L7 Harz+Härter;0;KG;86;SP;1;PD;F;ROH;1;88;;W-MTC001M;W09;
3;30;500385786;Fugenmasse-1K-Pur-Farbe 1823;500;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
3;31;100167863;Fugenmasse Farbe 0716-1K-PUR;500;KG;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W09;
3;1;500546976;Klebstoff Sikaflex-268 PowerCure schwarz;0;KG;86;SP;1;PD;F;ROH;1;48;;74287;W09;
3;4;500539443;Haftvermittler Sika Primer-207;0;KG;86;SP;1;PD;F;ROH;1;88;;74287;W09;
1;1;500563121;Ausbau 301 Vorbau Aussenanbauteile;1;ST;86;SP;1;PD;E;HALB;1;15;INV;B-GOT001;;
2;1;593488CM2;Montage Scheinwerferabdeckung-Heck;1;ST;86;SP;300;PD;E;HALB;;;INV;71509;;
3;1;500593488;Montage Scheinwerferabdeckung-Heck;1;ST;86;SP;300;PD;E;HALB;;;;71509;;
4;1;500594577;Scheinwerferabdeckung Heck kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
4;4;500587649;Montagehalterung re kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
4;5;500587780;Montagehalterung li kpl;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
4;6;500583729;Lampenglas re;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
4;7;500583740;Lampenglas li;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W06;
4;8;500594576;Abdeckung Scheibenwischersystem;1;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
4;9;500465737;Zellschaumband 10x4  AMCO AM M72;1300;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W10;
4;10;500597246;Sicherheitsvorreiber, Sonderdreikant 6,5;2;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W11;
4;11;500583289;Teleskopschiene;2;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W09;
4;12;61000655S;Gurtband 25mm;1000;M;86;SP;1;PD;F;ROH;1;88;;B-GOT001;W02;
4;13;500332640;Sechskantschr.M8x12 ISO4017-A4-80;12;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;14;500216770;Sperrkantscheibe SKB-8-FSt-Geomet 321A;12;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;15;500342711;Sechskantschr.M6x45 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;16;815001288;Sperrkantscheibe SKM-6-NrFst (A4);4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;17;500340013;Sechskantschr.M5x12 ISO4017-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;18;500437566;Scheibe 5 ISO7093-1 200HV-A4;8;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;19;500429361;Sechskantm.M5 ISO4032 A4-70;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;20;63820014S;Anschlagpuffer;2;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W10;X
4;21;650010411;Sechskantm.M8 ISO4032-A4-80;4;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;22;815001287;Sperrkantscheibe SKM-8 TN096340-NrFSt-A4;16;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;23;500507834;Beilage Bl 2x50x160 ISO9445;4;ST;86;SP;100;PD;F;HALB;;88;;B-GOT001;W05;
4;24;500499278;Sechskantschr.M8x25 ISO4017-A4-70;12;ST;86;SP;1;ND;F;ROH;;88;;B-GOT001;W09;X
4;25;500594718;Spannhülse Rd 16x25 M6;4;ST;86;SP;1;PD;F;ROH;;88;;B-GOT001;W05;
4;1;500546973;Klebstoff Sikaflex-268 schwarz 600ml;0;KG;86;SP;1;PD;F;ROH;1;48;;W-VIE001M;W09;
4;3;500050017;Sika Aktivator 100;0;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
4;4;500539443;Haftvermittler Sika Primer-207;0;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001M;W09;
4;11;500340296;Loctite 243 Schraubensicherung;12;KG;86;SP;1;PD;F;ROH;1;88;;W-VIE001;W09;
